number,latitude,longitude,time,step,surface,valid_time,u10,v10,t2m,cape,msl,sp,tcc,depthBelowLandLayer,swvl1
1,29.5,14.0,2024-01-01,0 days,0.0,2024-01-01,1.6101732,-0.37013054,283.50952,1.4375,102390.94,96478.44,0.3130734,0.0,0.0011062245
1,29.5,14.5,2024-01-01,0 days,0.0,2024-01-01,1.6629076,-0.2514782,283.91382,0.5625,102376.06,97143.44,0.29932523,0.0,0.001213036
1,29.5,15.0,2024-01-01,0 days,0.0,2024-01-01,1.8137865,-0.030286789,284.2439,0.125,102361.06,97586.44,0.30790067,0.0,0.0011977772
1,29.5,15.5,2024-01-01,0 days,0.0,2024-01-01,1.5896654,-0.01124382,284.36304,0.0625,102344.69,98264.44,0.30227017,0.0,0.00075527234
1,29.5,16.0,2024-01-01,0 days,0.0,2024-01-01,1.552556,-0.20216179,283.93335,0.0625,102333.94,97999.44,0.29294705,0.0,0.0019454579
1,29.5,16.5,2024-01-01,0 days,0.0,2024-01-01,1.865056,-0.43995476,283.72046,0.125,102317.31,97890.44,0.28299832,0.0,0.0033340077
1,29.5,17.0,2024-01-01,0 days,0.0,2024-01-01,2.0823412,-0.56202507,283.86304,0.1875,102297.44,98413.44,0.2803738,0.0,0.0048751454
1,29.5,17.5,2024-01-01,0 days,0.0,2024-01-01,1.9602709,-0.48731804,284.1775,0.5,102281.31,99177.44,0.2868588,0.0,0.0074843983
1,29.5,18.0,2024-01-01,0 days,0.0,2024-01-01,2.2185717,-0.33302116,284.32397,0.9375,102270.31,98824.44,0.2907803,0.0,0.01364895
1,29.5,18.5,2024-01-01,0 days,0.0,2024-01-01,2.7005053,-0.33839226,284.75757,1.0625,102245.31,99452.44,0.28917813,0.0,0.014442407
1,29.5,19.0,2024-01-01,0 days,0.0,2024-01-01,2.5808764,-0.14942741,284.8689,1.875,102223.56,100520.44,0.28865933,0.0,0.010322534
1,29.5,19.5,2024-01-01,0 days,0.0,2024-01-01,2.333806,0.08397102,284.9021,2.3125,102206.19,101175.44,0.27884793,0.0,0.008140527
1,29.5,20.0,2024-01-01,0 days,0.0,2024-01-01,2.165349,0.25438118,285.0564,1.9375,102190.81,101472.44,0.2652676,0.0,0.0057906727
1,29.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-0.6447096,-0.22511101,282.06226,0.0,102423.69,94881.44,0.24912381,0.0,-3.818469e-05
1,29.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-0.4044752,-0.43751335,281.94116,0.0625,102425.31,94698.44,0.2536099,0.0,0.00046535535
1,29.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-0.2853346,-0.6215954,281.95874,0.25,102424.94,94722.44,0.26058316,0.0,0.000633202
1,29.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.16472912,-0.79395866,282.13647,0.5,102424.19,94671.44,0.2685635,0.0,0.0005111317
1,29.0,12.0,2024-01-01,0 days,0.0,2024-01-01,0.0007982254,-0.98438835,282.41187,0.75,102421.19,94756.44,0.25274014,0.0,0.00058742566
1,29.0,12.5,2024-01-01,0 days,0.0,2024-01-01,0.11554432,-0.9179821,282.69116,3.375,102415.81,95050.44,0.2793057,0.0,0.0004958729
1,29.0,13.0,2024-01-01,0 days,0.0,2024-01-01,0.337224,-0.77052116,282.85132,2.3125,102411.19,95176.44,0.27919888,0.0,8.388562e-05
1,29.0,13.5,2024-01-01,0 days,0.0,2024-01-01,0.7361498,-0.51026726,283.07202,1.1875,102405.06,95435.44,0.27571988,0.0,3.8109254e-05
1,29.0,14.0,2024-01-01,0 days,0.0,2024-01-01,1.0579271,-0.40138054,283.44897,0.8125,102394.19,95958.44,0.27340055,0.0,0.00035854382
1,29.0,14.5,2024-01-01,0 days,0.0,2024-01-01,1.1287279,-0.46143913,283.82593,0.5,102383.19,96398.44,0.27517056,0.0,0.00048061414
1,29.0,15.0,2024-01-01,0 days,0.0,2024-01-01,1.1741381,-0.41065788,283.89624,0.25,102372.69,96450.44,0.26691556,0.0,0.0005721669
1,29.0,15.5,2024-01-01,0 days,0.0,2024-01-01,1.2464037,-0.28419304,284.28882,0.125,102357.56,97027.44,0.2756436,0.0,0.00029750867
1,29.0,16.0,2024-01-01,0 days,0.0,2024-01-01,1.4680834,-0.3686657,284.0935,0.0625,102342.19,97565.44,0.28354764,0.0,0.00034328504
1,29.0,16.5,2024-01-01,0 days,0.0,2024-01-01,1.7581224,-0.5039196,283.95483,0.1875,102324.81,97988.44,0.28360868,0.0,0.0008468251
1,29.0,17.0,2024-01-01,0 days,0.0,2024-01-01,1.8132982,-0.48243523,283.98608,0.625,102306.94,98811.44,0.28753018,0.0,0.001502953
1,29.0,17.5,2024-01-01,0 days,0.0,2024-01-01,1.5896654,-0.3759899,284.03296,1.0625,102292.31,99462.44,0.2908566,0.0,0.004249535
1,29.0,18.0,2024-01-01,0 days,0.0,2024-01-01,1.6629076,-0.55763054,283.98804,1.9375,102278.31,99157.44,0.26589322,0.0,0.01654812
1,29.0,18.5,2024-01-01,0 days,0.0,2024-01-01,2.1663256,-0.54688835,284.30054,1.75,102257.19,99701.44,0.28360868,0.0,0.0060958485
1,29.0,19.0,2024-01-01,0 days,0.0,2024-01-01,2.161931,-0.21729851,284.4392,2.1875,102238.69,100503.44,0.28507352,0.0,0.014411889
1,29.0,19.5,2024-01-01,0 days,0.0,2024-01-01,2.0569506,0.12449837,284.41577,2.1875,102225.06,100742.44,0.26998258,0.0,0.019279443
1,29.0,20.0,2024-01-01,0 days,0.0,2024-01-01,1.9885912,0.3110218,284.531,1.625,102211.19,100800.44,0.24965787,0.0,0.014564477
1,28.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.088069,-1.0356579,282.13257,0.0,102406.56,95045.44,0.19695401,0.0,2.2850465e-05
1,28.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-0.84148693,-1.1005993,281.76343,0.0,102407.81,95134.44,0.197366,0.0,0.0035018544
1,28.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-0.6935377,-1.2089977,281.63257,0.1875,102407.06,95230.44,0.20655179,0.0,0.004829369
1,28.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.39910412,-1.2016735,281.78882,0.4375,102403.56,95612.44,0.21289945,0.0,0.0028304677
1,28.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.23943615,-1.2431774,282.24976,0.625,102398.56,96099.44,0.21848416,0.0,0.010383569
1,28.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.37029552,-1.0664196,282.92358,1.9375,102394.81,96407.44,0.24262357,0.0,0.0025710682
1,28.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.5558424,-0.9331188,283.07007,2.8125,102396.56,95730.44,0.2457211,0.0,0.0001144032
1,28.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.15056896,-0.7724743,283.1775,1.6875,102394.06,95536.44,0.23937345,0.0,7.591676e-06
1,28.5,14.0,2024-01-01,0 days,0.0,2024-01-01,0.49835682,-0.850111,283.1892,0.6875,102390.19,95326.44,0.23722196,0.0,3.8109254e-05
1,28.5,14.5,2024-01-01,0 days,0.0,2024-01-01,0.8294115,-0.95069695,283.37866,0.5,102378.69,95796.44,0.24266934,0.0,0.0001144032
1,28.5,15.0,2024-01-01,0 days,0.0,2024-01-01,0.7205248,-1.0459118,283.60913,0.1875,102369.19,96198.44,0.23575711,0.0,8.388562e-05
1,28.5,15.5,2024-01-01,0 days,0.0,2024-01-01,0.67169666,-0.71339226,283.46265,0.1875,102363.06,96228.44,0.23975492,0.0,0.0002669911
1,28.5,16.0,2024-01-01,0 days,0.0,2024-01-01,1.0007982,-0.48731804,283.45288,0.1875,102349.94,96649.44,0.24807096,0.0,0.00019069714
1,28.5,16.5,2024-01-01,0 days,0.0,2024-01-01,1.5169115,-0.036146164,283.8806,0.375,102336.56,97313.44,0.25811124,0.0,0.0002669911
1,28.5,17.0,2024-01-01,0 days,0.0,2024-01-01,1.6902514,0.12791634,284.156,0.8125,102320.06,98172.44,0.26442838,0.0,0.000923119
1,28.5,17.5,2024-01-01,0 days,0.0,2024-01-01,1.7883959,0.11033821,284.5017,1.8125,102303.44,98939.44,0.26732755,0.0,0.0016402821
1,28.5,18.0,2024-01-01,0 days,0.0,2024-01-01,1.852849,-0.20069695,284.3806,2.5625,102285.94,99164.44,0.25731778,0.0,0.0044326405
1,28.5,18.5,2024-01-01,0 days,0.0,2024-01-01,2.0379076,-0.18995476,284.42358,2.875,102267.69,99697.44,0.26784635,0.0,0.0028915028
1,28.5,19.0,2024-01-01,0 days,0.0,2024-01-01,1.8523607,-0.051771164,284.34546,2.8125,102253.56,99992.44,0.28438687,0.0,0.007575951
1,28.5,19.5,2024-01-01,0 days,0.0,2024-01-01,1.7444506,0.15281868,284.19702,2.5625,102240.06,100176.44,0.26766324,0.0,0.009971581
1,28.5,20.0,2024-01-01,0 days,0.0,2024-01-01,1.7840014,0.052232742,284.115,1.6875,102226.81,100130.44,0.23362088,0.0,0.0061721425
1,28.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.4987135,-1.2172985,282.23804,0.0,102382.56,95984.44,0.18714261,0.0,0.0122604
1,28.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.2760572,-1.2568493,281.9275,0.0,102383.81,96020.44,0.18317533,0.0,0.012031518
1,28.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.0700026,-1.0874157,281.7732,0.125,102384.69,95887.44,0.17562222,0.0,0.006339989
1,28.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.7140455,-1.0068493,281.86694,0.375,102383.06,96100.44,0.17946744,0.0,0.009574853
1,28.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.3790846,-0.8769665,282.04272,0.4375,102379.19,96511.44,0.18566251,0.0,0.0049361805
1,28.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.5319166,-0.7856579,282.65015,1.9375,102375.19,96842.44,0.20043302,0.0,0.012001
1,28.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.71355724,-0.8291149,283.04272,2.0625,102375.19,96418.44,0.20606351,0.0,0.004981957
1,28.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.57293224,-1.2671032,283.5603,1.6875,102373.19,96174.44,0.21058011,0.0,2.2850465e-05
1,28.0,14.0,2024-01-01,0 days,0.0,2024-01-01,0.01837635,-1.4267712,283.65796,1.0,102368.56,96054.44,0.2112515,0.0,5.3368043e-05
1,28.0,14.5,2024-01-01,0 days,0.0,2024-01-01,0.35626698,-1.4008923,283.53687,0.625,102363.94,96409.44,0.21476102,0.0,0.00023647351
1,28.0,15.0,2024-01-01,0 days,0.0,2024-01-01,0.25470448,-1.3403454,283.51538,0.375,102356.69,96824.44,0.20446134,0.0,0.0003890614
1,28.0,15.5,2024-01-01,0 days,0.0,2024-01-01,0.08820057,-1.0146618,283.00952,0.3125,102353.69,96570.44,0.20505643,0.0,0.0008468251
1,28.0,16.0,2024-01-01,0 days,0.0,2024-01-01,0.15021229,-0.5869274,282.53882,0.25,102354.44,95903.44,0.21370816,0.0,0.01415249
1,28.0,16.5,2024-01-01,0 days,0.0,2024-01-01,0.6707201,-0.12403679,282.93726,0.375,102343.44,96297.44,0.22438931,0.0,0.011360131
1,28.0,17.0,2024-01-01,0 days,0.0,2024-01-01,1.399724,0.18309212,283.41187,0.5625,102337.94,95988.44,0.23995328,0.0,0.0065230946
1,28.0,17.5,2024-01-01,0 days,0.0,2024-01-01,1.8211107,0.14647102,283.73022,1.1875,102322.94,96516.44,0.24729276,0.0,0.011283837
1,28.0,18.0,2024-01-01,0 days,0.0,2024-01-01,2.1521654,-0.2124157,284.57788,1.75,102297.06,98003.44,0.25228238,0.0,0.002510033
1,28.0,18.5,2024-01-01,0 days,0.0,2024-01-01,1.8743334,-0.2954235,284.50952,3.125,102277.44,99121.44,0.26458097,0.0,0.001716576
1,28.0,19.0,2024-01-01,0 days,0.0,2024-01-01,1.68781,-0.23097038,284.39233,3.1875,102263.06,99449.44,0.27692533,0.0,0.0044478993
1,28.0,19.5,2024-01-01,0 days,0.0,2024-01-01,1.5452318,-0.23292351,284.22827,2.625,102249.31,99797.44,0.26722074,0.0,0.0036544423
1,28.0,20.0,2024-01-01,0 days,0.0,2024-01-01,1.5842943,-0.31690788,284.19897,1.6875,102235.81,99833.44,0.2359097,0.0,0.0007705311
1,27.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.525569,-0.7622204,283.09546,0.0,102358.56,96419.44,0.19912076,0.0,0.008918725
1,27.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.459651,-0.7431774,282.7771,0.0,102362.31,96347.44,0.18769193,0.0,0.008842431
1,27.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.2550611,-0.5825329,282.615,0.125,102363.44,96211.44,0.17983365,0.0,0.0037765126
1,27.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.87176037,-0.6342907,282.21655,0.1875,102365.31,96124.44,0.16217923,0.0,0.010337792
1,27.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.45525646,-0.55225945,282.15015,0.25,102363.06,96415.44,0.16465116,0.0,6.862683e-05
1,27.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.4723463,-0.49708366,282.40796,1.25,102360.06,96758.44,0.17427945,0.0,0.007011376
1,27.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.4357252,-0.5800915,282.53882,1.1875,102358.56,97021.44,0.18334317,0.0,0.011070214
1,27.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.3087721,-1.009779,283.0564,0.8125,102356.31,96804.44,0.18811917,0.0,0.006339989
1,27.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.3185377,-1.1909313,283.38452,1.125,102352.44,97002.44,0.1950314,0.0,0.003745995
1,27.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.101252556,-1.1797009,283.34155,0.875,102348.31,97234.44,0.1971829,0.0,0.00019069714
1,27.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.1285963,-1.1801891,283.3943,0.375,102345.19,97179.44,0.18332791,0.0,0.0005416493
1,27.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.3478346,-1.1777477,282.90796,0.3125,102343.69,96779.44,0.18267179,0.0,0.0005263905
1,27.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.39519787,-0.8896618,282.43726,0.25,102344.81,96092.44,0.1903317,0.0,0.010337792
1,27.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.34051037,-0.9209118,282.13452,0.25,102350.81,94833.44,0.19574857,0.0,0.0126418695
1,27.5,17.0,2024-01-01,0 days,0.0,2024-01-01,0.3792162,-0.63331413,282.57788,0.4375,102345.69,94480.44,0.21093106,0.0,0.008613549
1,27.5,17.5,2024-01-01,0 days,0.0,2024-01-01,1.4817553,-0.634779,283.1306,0.5,102336.19,94604.44,0.22368741,0.0,0.0129317865
1,27.5,18.0,2024-01-01,0 days,0.0,2024-01-01,2.0530443,-0.84620476,284.66968,0.8125,102304.06,96693.44,0.23514676,0.0,0.002006493
1,27.5,18.5,2024-01-01,0 days,0.0,2024-01-01,1.6702318,-0.83106804,284.62476,2.1875,102282.56,98325.44,0.24587369,0.0,0.0011214833
1,27.5,19.0,2024-01-01,0 days,0.0,2024-01-01,1.3626146,-0.61964226,284.26343,2.9375,102267.44,99103.44,0.24982572,0.0,0.0012740712
1,27.5,19.5,2024-01-01,0 days,0.0,2024-01-01,1.21906,-0.6132946,284.0896,2.375,102253.69,99451.44,0.2413876,0.0,0.00090786023
1,27.5,20.0,2024-01-01,0 days,0.0,2024-01-01,1.2136889,-0.49659538,283.96655,1.5625,102241.19,99727.44,0.2302792,0.0,0.0023421864
1,27.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.452815,-0.08595085,283.92358,0.0,102342.81,96075.44,0.20919156,0.0,0.0001144032
1,27.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.3868971,-0.06690788,283.60132,0.0,102346.56,96003.44,0.1977017,0.0,3.8109254e-05
1,27.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.2770338,-0.091321945,282.92554,0.0,102348.44,96078.44,0.17936063,0.0,-7.667113e-06
1,27.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.9225416,-0.17432976,282.4685,0.0625,102350.19,96005.44,0.15761685,0.0,0.005714379
1,27.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.47869396,-0.14600945,282.16968,0.0625,102352.44,96100.44,0.15732694,0.0,0.00035854382
1,27.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.225276,-0.17725945,282.31616,0.125,102351.69,96462.44,0.16927457,0.0,0.0049209218
1,27.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.15691662,-0.22608757,282.35913,0.25,102350.06,96810.44,0.17960477,0.0,0.011115991
1,27.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.20574474,-0.46583366,282.74,0.375,102346.19,97060.44,0.17693448,0.0,0.007057152
1,27.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.21551037,-0.6474743,283.07007,0.6875,102342.31,97258.44,0.18387723,0.0,0.0044478993
1,27.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.29656506,-0.9707165,283.19507,0.75,102338.06,97234.44,0.19045377,0.0,0.00022121472
1,27.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.29461193,-1.1655407,283.28296,0.3125,102335.81,97021.44,0.1807797,0.0,0.0002669911
1,27.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.47722912,-1.3090954,282.95093,0.3125,102333.94,96762.44,0.17968106,0.0,8.388562e-05
1,27.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.77898693,-1.400404,282.68726,0.1875,102333.31,96513.44,0.18145108,0.0,0.00023647351
1,27.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.72429943,-1.431654,282.38257,0.25,102339.31,95248.44,0.18689847,0.0,0.0025405507
1,27.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-0.4098463,-1.6421032,282.41772,0.3125,102339.44,94342.44,0.18435025,0.0,0.006339989
1,27.0,17.5,2024-01-01,0 days,0.0,2024-01-01,0.6922045,-1.6630993,282.98022,0.3125,102331.44,94334.44,0.19443631,0.0,0.00835415
1,27.0,18.0,2024-01-01,0 days,0.0,2024-01-01,1.453435,-1.5503063,284.72437,0.4375,102301.94,96443.44,0.22138333,0.0,0.00028224988
1,27.0,18.5,2024-01-01,0 days,0.0,2024-01-01,1.1712084,-1.221693,284.65405,1.6875,102282.94,98204.44,0.23537564,0.0,0.00032802625
1,27.0,19.0,2024-01-01,0 days,0.0,2024-01-01,0.8709154,-0.9443493,284.25952,2.5,102267.69,98991.44,0.23825955,0.0,0.00046535535
1,27.0,19.5,2024-01-01,0 days,0.0,2024-01-01,0.8167162,-0.65919304,283.78882,2.0625,102255.31,99257.44,0.24013638,0.0,0.0011977772
1,27.0,20.0,2024-01-01,0 days,0.0,2024-01-01,0.8113451,-0.54200554,283.66772,1.1875,102242.81,99534.44,0.22898221,0.0,0.0026321034
1,26.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.0353346,0.24510384,284.23608,0.0,102338.19,95102.44,0.20374417,0.0,7.591676e-06
1,26.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.4293776,0.17967415,283.51733,0.0,102338.31,95491.44,0.2024014,0.0,2.2850465e-05
1,26.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.3160963,0.1547718,282.78687,0.0,102340.19,95602.44,0.1845181,0.0,2.2850465e-05
1,26.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.9523268,0.24315071,282.62866,0.0,102347.31,95254.44,0.16880155,0.0,0.0011214833
1,26.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.47039318,0.2983265,282.35327,0.0,102353.94,95117.44,0.16460538,0.0,0.0005721669
1,26.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.0245924,0.15623665,282.68726,0.0625,102353.06,95582.44,0.17978787,0.0,0.007820092
1,26.5,13.0,2024-01-01,0 days,0.0,2024-01-01,0.1004076,-0.06837273,282.66187,0.0625,102346.06,96330.44,0.19327664,0.0,0.006843529
1,26.5,13.5,2024-01-01,0 days,0.0,2024-01-01,0.038884163,-0.31251335,283.06616,0.125,102342.19,96562.44,0.18816495,0.0,0.0016402821
1,26.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.22576427,-0.7299938,283.39038,0.25,102334.31,96830.44,0.18198514,0.0,0.00014492078
1,26.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.33269787,-1.1533337,283.49976,0.25,102329.31,96858.44,0.19114041,0.0,0.00046535535
1,26.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.4435377,-1.3750134,283.12476,0.3125,102325.56,96901.44,0.19156766,0.0,7.591676e-06
1,26.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.51287365,-1.3296032,283.05054,0.25,102323.44,96824.44,0.18892789,0.0,0.00017543836
1,26.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.8419752,-1.4087048,282.83374,0.125,102321.94,96760.44,0.18897367,0.0,7.591676e-06
1,26.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.85613537,-1.6826305,282.86304,0.25,102320.81,96331.44,0.18351102,0.0,0.0026473622
1,26.5,17.0,2024-01-01,0 days,0.0,2024-01-01,-0.5719557,-1.9228649,282.89233,0.3125,102320.19,95476.44,0.18042874,0.0,0.007224999
1,26.5,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.023127556,-2.0141735,283.365,0.5,102313.31,95470.44,0.18514371,0.0,0.0044478993
1,26.5,18.0,2024-01-01,0 days,0.0,2024-01-01,0.64825916,-1.7544079,284.5642,0.625,102292.81,97140.44,0.22126126,0.0,-5.344348e-05
1,26.5,18.5,2024-01-01,0 days,0.0,2024-01-01,0.46954823,-1.2558727,284.3767,1.875,102277.81,98488.44,0.24134183,0.0,-6.870227e-05
1,26.5,19.0,2024-01-01,0 days,0.0,2024-01-01,0.38995838,-0.81495476,284.2478,2.0625,102266.06,98816.44,0.24588895,0.0,0.0014114003
1,26.5,19.5,2024-01-01,0 days,0.0,2024-01-01,0.34601307,-0.53126335,283.75757,1.625,102253.69,99072.44,0.24718595,0.0,0.0014114003
1,26.5,20.0,2024-01-01,0 days,0.0,2024-01-01,0.5379076,-0.52882195,283.45288,1.0625,102243.94,99282.44,0.24724698,0.0,0.00058742566
1,26.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-0.59929943,0.16649055,283.9392,0.0,102333.19,94655.44,0.20708585,0.0,0.00809475
1,26.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.1198072,0.14402962,283.37476,0.0,102333.19,95038.44,0.20763516,0.0,0.0061111073
1,26.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.5280104,0.1367054,283.0232,0.0,102341.44,94606.44,0.2076199,0.0,0.0009841542
1,26.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-1.1671705,0.28416634,283.07397,0.0,102352.94,94010.44,0.20353055,0.0,0.0047988514
1,26.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.46551037,0.20067024,283.07397,0.0,102366.06,93555.44,0.18738675,0.0,-9.921985e-05
1,26.0,12.5,2024-01-01,0 days,0.0,2024-01-01,0.24445057,-0.033216476,282.93335,0.0,102359.81,94505.44,0.19349027,0.0,-3.818469e-05
1,26.0,13.0,2024-01-01,0 days,0.0,2024-01-01,0.31183338,-0.2929821,282.81616,0.0,102348.81,95655.44,0.20905423,0.0,7.591676e-06
1,26.0,13.5,2024-01-01,0 days,0.0,2024-01-01,0.14874744,-0.61231804,282.9353,0.0,102337.19,96364.44,0.2109921,0.0,9.914441e-05
1,26.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.16814709,-1.0752087,283.18335,0.125,102328.06,96675.44,0.20656705,0.0,0.00017543836
1,26.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.56463146,-1.3584118,283.52905,0.25,102319.69,96856.44,0.206918,0.0,0.00041957898
1,26.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.86492443,-1.2856579,282.906,0.1875,102314.69,96971.44,0.2069943,0.0,0.0004043202
1,26.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.83269787,-1.0278454,283.17554,0.0625,102313.81,96701.44,0.20453763,0.0,0.00034328504
1,26.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.63543224,-1.1533337,283.281,0.0625,102313.19,96427.44,0.1976254,0.0,7.591676e-06
1,26.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.63299084,-1.4648571,283.42944,0.25,102311.19,96155.44,0.19040799,0.0,7.591676e-06
1,26.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-0.6364088,-1.7124157,283.72437,0.5625,102303.31,96305.44,0.18317533,0.0,7.591676e-06
1,26.0,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.2799635,-1.8447399,284.22437,0.8125,102294.31,96592.44,0.19120145,0.0,-7.667113e-06
1,26.0,18.0,2024-01-01,0 days,0.0,2024-01-01,-0.045588493,-1.4780407,284.12085,0.9375,102281.19,97672.44,0.22145963,0.0,-7.667113e-06
1,26.0,18.5,2024-01-01,0 days,0.0,2024-01-01,-0.23064709,-0.8842907,283.6814,1.8125,102269.31,98319.44,0.24097562,0.0,-5.344348e-05
1,26.0,19.0,2024-01-01,0 days,0.0,2024-01-01,-0.2223463,-0.46876335,283.8142,1.625,102260.19,98571.44,0.24678922,0.0,0.0031051259
1,26.0,19.5,2024-01-01,0 days,0.0,2024-01-01,-0.0167799,-0.33399773,283.68335,1.1875,102253.19,98734.44,0.24787259,0.0,0.0023574452
1,26.0,20.0,2024-01-01,0 days,0.0,2024-01-01,0.21075916,-0.36427116,283.4607,0.6875,102243.81,98944.44,0.24938321,0.0,0.0006942372
1,25.5,10.0,2024-01-01,0 days,0.0,2024-01-01,0.09601307,0.4702015,284.2771,0.0,102338.94,93455.44,0.22095609,0.0,0.008338891
1,25.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-0.6813307,0.290514,283.94116,0.0,102332.06,94472.44,0.2235043,0.0,0.0063705067
1,25.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.3478346,0.12596321,283.27515,0.0,102342.06,93803.44,0.22544217,0.0,7.591676e-06
1,25.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-1.2423658,-0.029798508,282.78687,0.0,102360.81,92918.44,0.22538114,0.0,7.591676e-06
1,25.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.5109205,-0.27100945,282.50952,0.0,102370.31,92934.44,0.21245694,0.0,7.591676e-06
1,25.5,12.5,2024-01-01,0 days,0.0,2024-01-01,0.051091194,-0.43702507,281.64233,0.0,102361.31,94077.44,0.22322965,0.0,7.591676e-06
1,25.5,13.0,2024-01-01,0 days,0.0,2024-01-01,0.14435291,-0.6084118,281.55054,0.0,102349.94,94999.44,0.23384976,0.0,0.0013351063
1,25.5,13.5,2024-01-01,0 days,0.0,2024-01-01,0.082829475,-0.85890007,281.67358,0.0,102336.81,95750.44,0.23696256,0.0,0.0013808827
1,25.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.16033459,-1.1923962,281.98218,0.0,102323.44,96349.44,0.23510098,0.0,6.862683e-05
1,25.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.6862135,-1.4150524,282.39624,0.125,102313.44,96692.44,0.23455167,0.0,0.00034328504
