number,latitude,longitude,time,step,surface,valid_time,u10,v10,t2m,cape,msl,sp,tcc,depthBelowLandLayer,swvl1
5,24.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-1.2345171,-0.6408701,281.51392,0.0,102346.19,92409.81,0.3049788,0.0,5.5700075e-06
5,24.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-1.0387163,-0.8327646,280.6936,0.0,102355.19,92212.81,0.29637283,0.0,0.004934159
5,24.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.3360796,-1.444581,281.11353,0.0,102348.94,92993.81,0.29530472,0.0,0.015294877
5,24.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.18324757,-2.2844248,281.38892,0.0,102329.44,94258.81,0.27552933,0.0,0.018483963
5,24.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.401021,-2.8254404,281.7815,0.0,102309.69,95047.81,0.24218887,0.0,0.002248612
5,24.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.45717335,-2.9094248,282.17798,0.0,102292.81,95765.81,0.23857254,0.0,0.0022791296
5,24.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-1.1417437,-2.6203623,283.17407,0.0,102275.94,96177.81,0.23745865,0.0,5.5700075e-06
5,24.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-1.7061968,-2.2272959,283.8733,0.0,102267.81,95894.81,0.2203688,0.0,5.5700075e-06
5,24.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-1.6344194,-1.9484873,283.48462,0.0,102268.31,95512.81,0.21292251,0.0,5.5700075e-06
5,24.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-1.2989702,-1.7595224,282.9983,0.0,102265.69,95674.81,0.22310013,0.0,5.5700075e-06
5,24.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-1.2188921,-1.5500498,283.2893,0.0,102257.44,96230.81,0.23823684,0.0,5.5700075e-06
5,24.5,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.392232,-1.3518076,283.69556,0.0,102247.69,96631.81,0.24981827,0.0,5.5700075e-06
5,24.5,17.5,2024-01-01,0 days,0.0,2024-01-01,-1.6310015,-1.3020029,283.86157,0.0,102238.19,96873.81,0.25900406,0.0,5.5700075e-06
5,24.5,18.0,2024-01-01,0 days,0.0,2024-01-01,-1.9312944,-1.1364756,283.43384,0.0,102232.69,97149.81,0.2506575,0.0,5.5700075e-06
5,24.5,18.5,2024-01-01,0 days,0.0,2024-01-01,-2.161275,-0.66333103,283.40454,0.0625,102228.44,97212.81,0.24368423,0.0,5.5700075e-06
5,24.5,19.0,2024-01-01,0 days,0.0,2024-01-01,-2.138814,-0.057374,283.05103,0.0625,102234.81,96872.81,0.2465834,0.0,5.5700075e-06
5,24.5,19.5,2024-01-01,0 days,0.0,2024-01-01,-1.6056108,0.2761221,282.27368,0.0625,102243.81,96448.81,0.23787063,0.0,5.5700075e-06
5,24.5,20.0,2024-01-01,0 days,0.0,2024-01-01,-0.8326616,0.07836819,281.92993,0.0,102244.69,96498.81,0.23188919,0.0,0.0002802282
5,24.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.8497515,-2.2785654,283.5393,0.0,102285.81,90142.81,0.31642288,0.0,5.5700075e-06
5,24.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.276021,-1.8581553,283.77173,0.0,102312.06,90987.81,0.33458084,0.0,5.5700075e-06
5,24.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-0.8966265,-1.3034678,283.31274,0.0,102325.94,91621.81,0.33801407,0.0,5.5700075e-06
5,24.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-1.1998491,-1.1501474,282.1565,0.0,102330.19,91881.81,0.32612747,0.0,5.5700075e-06
5,24.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.9742632,-1.6330576,281.16235,0.0,102336.69,92107.81,0.31718582,0.0,5.5700075e-06
5,24.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.3487749,-2.5183115,281.219,0.0,102332.81,92915.81,0.3190779,0.0,0.004567948
5,24.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.27211475,-2.9787607,281.35767,0.0,102311.56,94368.81,0.27096695,0.0,0.0046137245
5,24.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.66273975,-3.1525888,281.67603,0.0,102291.81,95052.81,0.23040909,0.0,5.5700075e-06
5,24.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.826314,-3.0993662,282.89087,0.0,102272.56,95602.81,0.2160353,0.0,5.5700075e-06
5,24.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-1.4366655,-2.4909678,283.9065,0.0,102255.31,95897.81,0.22635025,0.0,5.5700075e-06
5,24.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-1.8658648,-1.8723154,284.21704,0.0,102248.19,95565.81,0.2160353,0.0,5.5700075e-06
5,24.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-1.7584429,-1.4880381,283.64478,0.0,102249.81,95141.81,0.22827286,0.0,5.5700075e-06
5,24.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-1.5255327,-1.4372568,283.1643,0.0,102249.19,95164.81,0.2401442,0.0,5.5700075e-06
5,24.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-1.506978,-1.7692881,283.08618,0.0,102242.94,95487.81,0.24049515,0.0,5.5700075e-06
5,24.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.5802202,-1.8132334,283.3733,0.0,102232.19,95939.81,0.24340957,0.0,5.5700075e-06
5,24.0,17.5,2024-01-01,0 days,0.0,2024-01-01,-1.8438921,-1.7678232,283.73267,0.0,102217.94,96461.81,0.24922317,0.0,5.5700075e-06
5,24.0,18.0,2024-01-01,0 days,0.0,2024-01-01,-2.2057085,-1.404542,283.6272,0.0,102211.06,96593.81,0.25718826,0.0,5.5700075e-06
5,24.0,18.5,2024-01-01,0 days,0.0,2024-01-01,-2.4381304,-0.62085056,283.82837,0.0,102208.31,96531.81,0.2618727,0.0,5.5700075e-06
5,24.0,19.0,2024-01-01,0 days,0.0,2024-01-01,-2.5592241,0.015868187,283.9065,0.0,102219.06,95683.81,0.2637648,0.0,5.5700075e-06
5,24.0,19.5,2024-01-01,0 days,0.0,2024-01-01,-1.9156694,0.17016506,283.1858,0.0,102235.94,95008.81,0.2365889,0.0,2.0828797e-05
5,24.0,20.0,2024-01-01,0 days,0.0,2024-01-01,-0.8770952,-0.27172947,282.62134,0.0,102243.81,95326.81,0.21220535,0.0,5.5700075e-06
5,23.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-2.4620562,-2.460206,284.14282,0.0,102239.31,92332.81,0.36528152,0.0,5.5700075e-06
5,23.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-2.5870562,-2.7810068,284.1643,0.0,102262.56,91493.81,0.36667007,0.0,5.5700075e-06
5,23.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-2.1026812,-2.2565928,283.76782,0.0,102283.06,91824.81,0.3684706,0.0,5.5700075e-06
5,23.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-1.5787554,-1.8459482,282.8557,0.0,102304.94,91836.81,0.33812088,0.0,5.5700075e-06
5,23.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-1.2477007,-2.2331553,281.92603,0.0,102313.44,92154.81,0.32150406,0.0,5.5700075e-06
5,23.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.83461475,-2.732667,281.76782,0.0,102312.56,92909.81,0.29730362,0.0,5.5700075e-06
5,23.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.7716265,-3.1340342,281.99048,0.0,102292.44,94104.81,0.24853653,0.0,5.5700075e-06
5,23.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.95473194,-3.147706,282.55884,0.0,102272.31,94519.81,0.24426407,0.0,5.5700075e-06
5,23.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-1.0211382,-3.0773935,283.55884,0.0,102248.94,95035.81,0.24563736,0.0,5.5700075e-06
5,23.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-1.7818804,-2.5236826,284.22876,0.0,102231.31,95184.81,0.25192398,0.0,5.5700075e-06
5,23.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-2.2496538,-1.666749,283.82056,0.0,102235.56,94367.81,0.2355513,0.0,5.5700075e-06
5,23.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-2.0665483,-1.288331,283.3108,0.0,102237.94,94098.81,0.24464554,0.0,5.5700075e-06
5,23.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-1.6334429,-1.5715342,282.88696,0.0,102235.56,94711.81,0.25996536,0.0,5.5700075e-06
5,23.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-1.5582476,-1.9616709,282.7893,0.0,102227.06,95198.81,0.26390213,0.0,5.5700075e-06
5,23.5,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.5592241,-2.0603037,283.1643,0.0,102214.81,95709.81,0.26971573,0.0,5.5700075e-06
5,23.5,17.5,2024-01-01,0 days,0.0,2024-01-01,-1.7843218,-2.036378,283.58618,0.0,102200.44,96124.81,0.27473587,0.0,5.5700075e-06
5,23.5,18.0,2024-01-01,0 days,0.0,2024-01-01,-2.0406694,-1.7541513,283.95142,0.0,102184.56,96054.81,0.27047867,0.0,5.5700075e-06
5,23.5,18.5,2024-01-01,0 days,0.0,2024-01-01,-2.3375444,-0.55835056,284.2483,0.0,102187.31,95506.81,0.26707596,0.0,5.5700075e-06
5,23.5,19.0,2024-01-01,0 days,0.0,2024-01-01,-2.3170366,0.16332912,283.92212,0.0,102208.44,94486.81,0.2560286,0.0,5.5700075e-06
5,23.5,19.5,2024-01-01,0 days,0.0,2024-01-01,-1.5094194,-0.15503025,283.46704,0.0,102233.31,94320.81,0.23393387,0.0,5.5700075e-06
5,23.5,20.0,2024-01-01,0 days,0.0,2024-01-01,-0.65981007,-0.59985447,282.97876,0.0,102240.56,94720.81,0.2062239,0.0,5.5700075e-06
5,23.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-2.6134233,-2.6154795,284.52563,0.0,102202.44,93674.81,0.40573257,0.0,5.5700075e-06
5,23.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-2.8390093,-3.0153818,284.63306,0.0,102218.19,93017.81,0.40759414,0.0,5.5700075e-06
5,23.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-2.904439,-3.2155771,284.23267,0.0,102229.19,92412.81,0.3979811,0.0,5.5700075e-06
5,23.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-2.3780718,-2.8034678,283.31665,0.0,102251.19,92424.81,0.3675093,0.0,5.5700075e-06
5,23.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-1.928853,-2.5896006,282.51587,0.0,102281.19,91905.81,0.31898636,0.0,5.5700075e-06
5,23.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-1.4405718,-2.9665537,282.26782,0.0,102284.94,92475.81,0.28688186,0.0,5.5700075e-06
5,23.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-1.1729937,-3.3952646,282.61353,0.0,102268.94,93232.81,0.25433487,0.0,5.5700075e-06
5,23.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-1.1207476,-3.4597178,283.2932,0.0,102248.06,93527.81,0.256761,0.0,5.5700075e-06
5,23.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-1.0455523,-3.451417,284.11548,0.0,102218.81,94376.81,0.2666182,0.0,5.5700075e-06
5,23.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-2.2281694,-3.0612803,284.54907,0.0,102190.06,94775.81,0.28021377,0.0,5.5700075e-06
5,23.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-2.8287554,-2.1711435,283.97876,0.0,102197.94,93747.81,0.26945633,0.0,5.5700075e-06
5,23.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-2.5304155,-1.4597178,282.9807,0.0,102230.06,92933.81,0.27237076,0.0,5.5700075e-06
5,23.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-2.0958452,-1.7443857,282.55493,0.0,102227.69,93548.81,0.28773636,0.0,5.5700075e-06
5,23.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-1.6827593,-1.7126474,282.76392,0.0,102214.81,94511.81,0.28628677,0.0,5.5700075e-06
5,23.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.713521,-1.7634287,283.0608,0.0,102202.19,94957.81,0.2860121,0.0,5.5700075e-06
5,23.0,17.5,2024-01-01,0 days,0.0,2024-01-01,-1.357564,-1.8947763,283.40845,0.0,102186.06,95122.81,0.27510208,0.0,5.5700075e-06
5,23.0,18.0,2024-01-01,0 days,0.0,2024-01-01,-1.3692827,-1.635499,284.15063,0.0,102159.69,95538.81,0.26800674,0.0,5.5700075e-06
5,23.0,18.5,2024-01-01,0 days,0.0,2024-01-01,-2.1363726,-0.22192478,284.0725,0.0,102161.94,94317.81,0.26434463,0.0,5.5700075e-06
5,23.0,19.0,2024-01-01,0 days,0.0,2024-01-01,-1.7105913,0.5490713,282.9319,0.0,102216.94,92080.81,0.25975174,0.0,0.00032600458
5,23.0,19.5,2024-01-01,0 days,0.0,2024-01-01,-0.74916553,0.11840725,282.68774,0.0,102237.44,92473.81,0.24286026,0.0,0.00018867548
5,23.0,20.0,2024-01-01,0 days,0.0,2024-01-01,-0.6412554,-0.7741709,282.9358,0.0,102230.69,94863.81,0.24463028,0.0,5.5700075e-06
5,22.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-2.4840288,-2.8654795,284.76587,0.0,102171.94,94285.81,0.4212355,0.0,5.5700075e-06
5,22.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-2.7096148,-3.2766123,285.1272,0.0,102165.44,94456.81,0.41307205,0.0,5.5700075e-06
5,22.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-2.7799273,-3.482667,284.7268,0.0,102176.44,93845.81,0.40338272,0.0,5.5700075e-06
5,22.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-3.1060991,-3.500245,284.63696,0.0,102179.19,93143.81,0.38758987,0.0,5.5700075e-06
5,22.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-2.656392,-3.284913,283.83423,0.0,102209.44,92612.81,0.33894485,0.0,5.5700075e-06
5,22.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-1.7208452,-3.1618662,283.08618,0.0,102229.81,92359.81,0.30052322,0.0,5.5700075e-06
5,22.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-1.2848101,-3.5310068,283.3186,0.0,102218.44,93016.81,0.28007644,0.0,5.5700075e-06
5,22.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-1.0577593,-3.8723154,283.9397,0.0,102198.06,93411.81,0.28070205,0.0,5.5700075e-06
5,22.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-1.0938921,-4.1345224,284.92017,0.0,102166.56,94651.81,0.279756,0.0,5.5700075e-06
5,22.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-2.4776812,-3.7634287,285.3811,0.0,102133.44,95102.81,0.29193252,0.0,5.5700075e-06
5,22.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-3.7408648,-3.062745,284.63306,0.0,102141.31,93541.81,0.29037613,0.0,5.5700075e-06
5,22.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-3.4386187,-2.34546,283.62915,0.0,102173.81,92720.81,0.29324478,0.0,5.5700075e-06
5,22.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-2.456685,-1.5559092,282.72095,0.0,102213.81,92517.81,0.30803055,0.0,5.5700075e-06
5,22.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-2.0387163,-1.5187998,282.9358,0.0,102200.94,93487.81,0.3064894,0.0,5.5700075e-06
5,22.5,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.6119585,-1.1911631,283.15845,0.0,102192.06,93601.81,0.29983658,0.0,5.5700075e-06
5,22.5,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.8883257,-1.310792,283.5022,0.0,102177.44,93571.81,0.28674453,0.0,5.5700075e-06
5,22.5,18.0,2024-01-01,0 days,0.0,2024-01-01,-0.55580616,-0.7390146,284.50024,0.0,102145.19,94463.81,0.29219192,0.0,5.5700075e-06
5,22.5,18.5,2024-01-01,0 days,0.0,2024-01-01,-1.9381304,0.40405178,283.39673,0.0,102149.31,92250.81,0.29165787,0.0,5.5700075e-06
5,22.5,19.0,2024-01-01,0 days,0.0,2024-01-01,-1.2198687,0.79809475,282.01196,0.0,102219.69,89745.81,0.288011,0.0,0.00064643915
5,22.5,19.5,2024-01-01,0 days,0.0,2024-01-01,0.22935009,-0.25463963,282.28345,0.0,102232.06,91915.81,0.26844925,0.0,0.00018867548
5,22.5,20.0,2024-01-01,0 days,0.0,2024-01-01,0.32895947,-1.1516123,282.5315,0.0,102225.06,94322.81,0.2704329,0.0,5.5700075e-06
5,22.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-2.0553179,-3.1105967,285.094,0.0,102134.19,94956.81,0.39563125,0.0,5.5700075e-06
5,22.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-2.2887163,-3.479249,285.51,0.0,102124.69,95282.81,0.3847975,0.0,5.5700075e-06
5,22.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-2.6446733,-3.6447763,285.79517,0.0,102112.06,95427.81,0.3765425,0.0,5.5700075e-06
5,22.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-2.9781694,-3.6643076,285.7151,0.0,102114.56,94723.81,0.360887,0.0,5.5700075e-06
5,22.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-3.1305132,-3.4929209,285.54126,0.0,102121.94,93687.81,0.35319656,0.0,5.5700075e-06
5,22.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-2.130025,-3.2731943,284.6897,0.0,102143.81,93262.81,0.31329483,0.0,5.5700075e-06
5,22.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-1.2848101,-3.4367685,284.39868,0.0,102148.44,93709.81,0.31625503,0.0,5.5700075e-06
5,22.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.9185991,-4.048585,284.8694,0.0,102130.06,94386.81,0.31799453,0.0,5.5700075e-06
5,22.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-1.2252398,-4.583253,285.94946,0.0,102100.31,95641.81,0.29863113,0.0,5.5700075e-06
5,22.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-2.6895952,-4.3269053,286.30493,0.0,102066.06,95691.81,0.29080337,0.0,5.5700075e-06
5,22.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-4.0577593,-3.7463388,285.6233,0.0,102072.19,94047.81,0.2884993,0.0,5.5700075e-06
5,22.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-4.496724,-3.2663584,284.67603,0.0,102088.94,92644.81,0.29026932,0.0,5.5700075e-06
5,22.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-3.5099077,-2.4675303,283.7561,0.0,102129.56,92430.81,0.3051924,0.0,5.5700075e-06
5,22.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-2.0372515,-0.6096201,282.63892,0.0,102182.44,91389.81,0.31981033,0.0,0.0018366247
5,22.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.5279741,-0.14379978,282.90845,0.0,102175.31,91506.81,0.31765884,0.0,0.0018366247
5,22.0,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.54262257,-0.1301279,283.41235,0.0,102169.81,91230.81,0.3154921,0.0,0.00012764032
5,22.0,18.0,2024-01-01,0 days,0.0,2024-01-01,-0.21059132,0.54809475,284.28735,0.0,102146.81,91731.81,0.3288588,0.0,5.5700075e-06
5,22.0,18.5,2024-01-01,0 days,0.0,2024-01-01,-1.4171343,1.0183096,282.50806,0.0,102164.94,89133.81,0.32827896,0.0,2.0828797e-05
5,22.0,19.0,2024-01-01,0 days,0.0,2024-01-01,-0.15248585,0.027098656,281.70728,0.0,102224.19,88535.81,0.31091446,0.0,0.0007227331
5,22.0,19.5,2024-01-01,0 days,0.0,2024-01-01,1.2400923,-1.0344248,282.13892,0.0,102229.44,91166.81,0.28415054,0.0,5.1346375e-05
5,22.0,20.0,2024-01-01,0 days,0.0,2024-01-01,0.086283684,-1.4816904,282.6057,0.0,102209.69,93897.81,0.2616896,0.0,5.5700075e-06
5,21.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.7652788,-3.0871592,285.61548,0.0,102097.81,95410.81,0.34553665,0.0,5.5700075e-06
5,21.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.7833452,-3.475831,285.8108,0.0,102084.69,95839.81,0.33250564,0.0,5.5700075e-06
5,21.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-2.1490679,-3.6271982,286.15063,0.0,102069.81,96097.81,0.31909317,0.0,5.5700075e-06
5,21.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-2.673482,-3.6237803,286.4944,0.0,102054.06,96024.81,0.32640213,0.0,5.5700075e-06
5,21.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-2.9454546,-3.48462,286.50415,0.0,102055.06,95127.81,0.32905716,0.0,5.5700075e-06
5,21.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-2.7198687,-3.4543467,286.21704,0.0,102071.06,94017.81,0.3406996,0.0,5.5700075e-06
5,21.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-1.7975054,-3.534913,285.70532,0.0,102086.19,94119.81,0.35106033,0.0,5.5700075e-06
5,21.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.9693804,-4.2199717,285.7561,0.0,102072.56,95138.81,0.34564346,0.0,5.5700075e-06
5,21.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-1.3092241,-4.8234873,286.5608,0.0,102039.31,96266.81,0.3147902,0.0,5.5700075e-06
5,21.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-2.5924273,-4.6921396,286.86157,0.0,102004.81,96013.81,0.30317825,0.0,5.5700075e-06
5,21.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-3.666646,-4.4001474,286.91626,0.0,101968.94,95544.81,0.28595108,0.0,5.5700075e-06
5,21.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-4.3292437,-3.7824717,285.97485,0.0,101977.44,93908.81,0.28817886,0.0,5.5700075e-06
5,21.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-3.8951616,-2.25171,284.1936,0.0,102029.56,90917.81,0.2986769,0.0,0.0035761266
5,21.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-2.2398882,-0.0012216568,282.55884,0.0,102099.56,89048.81,0.31405777,0.0,0.006399003
5,21.5,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.0514116,0.89672756,281.83032,0.0,102158.31,87544.81,0.3120131,0.0,0.010122147
5,21.5,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.24330616,0.9016104,282.2815,0.0,102156.94,87463.81,0.31044143,0.0,0.006154862
5,21.5,18.0,2024-01-01,0 days,0.0,2024-01-01,-0.5787554,0.95385647,282.5901,0.0,102155.44,87367.81,0.31483597,0.0,0.004735795
5,21.5,18.5,2024-01-01,0 days,0.0,2024-01-01,-0.58168507,0.68041897,281.16235,0.0,102213.44,85419.81,0.31643814,0.0,0.0051172646
5,21.5,19.0,2024-01-01,0 days,0.0,2024-01-01,0.8362837,-0.6745615,281.6526,0.0,102232.94,87148.81,0.3029799,0.0,0.0051172646
5,21.5,19.5,2024-01-01,0 days,0.0,2024-01-01,0.57944775,-1.7155771,283.0354,0.0,102204.44,92242.81,0.27882522,0.0,3.6087586e-05
5,21.5,20.0,2024-01-01,0 days,0.0,2024-01-01,-0.62416553,-2.130128,283.1819,0.0,102187.44,94458.81,0.25248855,0.0,5.5700075e-06
5,21.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.3287554,-3.0397959,285.7815,0.0,102061.31,95777.81,0.2870192,0.0,5.5700075e-06
5,21.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.3092241,-3.468995,286.04907,0.0,102044.94,96206.81,0.27639908,0.0,5.5700075e-06
5,21.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.5636187,-3.6203623,286.3518,0.0,102028.31,96464.81,0.2860579,0.0,5.5700075e-06
5,21.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-2.0318804,-3.5554209,286.6565,0.0,102011.56,96525.81,0.30714554,0.0,5.5700075e-06
5,21.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-2.5768023,-3.545167,286.9319,0.0,101999.31,96193.81,0.3267073,0.0,5.5700075e-06
5,21.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-2.7667437,-3.7907724,286.99243,0.0,102004.56,95206.81,0.34513992,0.0,5.5700075e-06
5,21.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-2.3790483,-4.3308115,286.82642,0.0,102021.31,94472.81,0.35321182,0.0,5.5700075e-06
5,21.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-1.2022905,-4.7731943,286.30103,0.0,102016.06,95233.81,0.36642593,0.0,5.5700075e-06
5,21.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-1.1402788,-5.088624,286.86548,0.0,101980.31,96386.81,0.353517,0.0,5.5700075e-06
5,21.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-1.3331499,-4.9177256,286.96704,0.0,101943.44,96142.81,0.32002395,0.0,5.5700075e-06
5,21.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-2.1139116,-4.2697763,287.19946,0.0,101891.81,96138.81,0.30496353,0.0,5.5700075e-06
5,21.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-2.890767,-3.0705576,286.6819,0.0,101867.06,94672.81,0.30162185,0.0,5.5700075e-06
5,21.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-2.932271,-1.8347178,285.0315,0.0,101913.81,90939.81,0.30505508,0.0,0.0052698525
5,21.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-2.31606,-1.2585459,283.33032,0.0,102006.06,86748.81,0.2997908,0.0,0.009252396
5,21.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-1.0782671,-0.87426853,281.98267,0.0,102108.19,83660.81,0.2908339,0.0,0.00832161
5,21.0,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.06850147,-0.58520603,281.48462,0.0,102135.31,83357.81,0.29303116,0.0,0.02354988
5,21.0,18.0,2024-01-01,0 days,0.0,2024-01-01,-1.0909624,-0.7087412,281.1682,0.0,102131.44,84334.81,0.28186172,0.0,0.01927742
5,21.0,18.5,2024-01-01,0 days,0.0,2024-01-01,-0.5699663,-0.6350107,281.04126,0.0,102217.81,83539.81,0.27955765,0.0,0.0205439
5,21.0,19.0,2024-01-01,0 days,0.0,2024-01-01,1.0735884,-1.2141123,281.8069,0.0,102199.44,88350.81,0.2628035,0.0,0.0051172646
5,21.0,19.5,2024-01-01,0 days,0.0,2024-01-01,0.22690868,-2.3620615,283.34595,0.0,102175.06,93182.81,0.24394363,0.0,5.5700075e-06
5,21.0,20.0,2024-01-01,0 days,0.0,2024-01-01,-1.0758257,-3.1433115,283.42407,0.0,102161.94,94388.81,0.22749466,0.0,5.5700075e-06
5,20.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-0.7452593,-2.694581,285.6311,0.0,102033.44,95850.81,0.25746292,0.0,5.5700075e-06
5,20.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-0.80385303,-3.2087412,285.9065,0.0,102010.06,96502.81,0.26011795,0.0,5.5700075e-06
